Año,Mes,Puesto de Peaje,Liviano,Dos Tres Ejes,Furgón,Motocicletas,Autobus,Total
2018,Setiembre,Tres Ríos,642627.0,40325.0,15933.0,79693.0,32898.0,811476.0
2018,Agosto,Tres Ríos,685247.0,44326.0,17093.0,82872.0,34637.0,864175.0
2018,Julio,Tres Ríos,684492.0,43253.0,17232.0,80057.0,35581.0,860615.0
2018,Junio,Tres Ríos,611884.0,40534.0,16779.0,76975.0,31660.0,777832.0
2018,Mayo,Tres Ríos,639501.0,43140.0,17891.0,77367.0,32112.0,810011.0
2018,Abril,Tres Ríos,644926.0,43336.0,17468.0,80433.0,32627.0,818790.0
2018,Marzo,Tres Ríos,690803.0,43437.0,18682.0,82301.0,27823.0,863046.0
2018,Febrero,Tres Ríos,635186.0,40679.0,17160.0,77643.0,26843.0,797511.0
2018,Enero,Tres Ríos,689861.0,43538.0,18520.0,77370.0,29919.0,859208.0
2017,Diciembre,Tres Ríos,698805.0,42435.0,17503.0,75224.0,27786.0,861753.0
2017,Noviembre,Tres Ríos,700238.0,45641.0,18130.0,85768.0,31508.0,881285.0
2017,Octubre,Tres Ríos,649078.0,41001.0,15507.0,77725.0,27728.0,811039.0
2017,Setiembre,Tres Ríos,677252.0,44546.0,16590.0,77355.0,29678.0,845421.0
2017,Agosto,Tres Ríos,698440.0,46193.0,17504.0,81161.0,29917.0,873215.0
2017,Julio,Tres Ríos,717413.0,45123.0,17771.0,79183.0,30230.0,889720.0
2017,Junio,Tres Ríos,694416.0,45505.0,18767.0,80844.0,28450.0,867982.0
2017,Mayo,Tres Ríos,700336.0,45601.0,19569.0,78471.0,29648.0,873625.0
2017,Abril,Tres Ríos,629614.0,38306.0,17230.0,69090.0,28215.0,782455.0
2017,Marzo,Tres Ríos,659029.0,43641.0,19026.0,80704.0,30757.0,833157.0
2017,Febrero,Tres Ríos,639521.0,41619.0,16827.0,75871.0,29170.0,803008.0
2017,Enero,Tres Ríos,689521.0,45090.0,17471.0,74712.0,32074.0,858868.0
2016,Diciembre,Tres Ríos,685327.0,44573.0,17408.0,70967.0,30624.0,848899.0
2016,Noviembre,Tres Ríos,644414.0,42025.0,16147.0,71072.0,29512.0,803170.0
2016,Octubre,Tres Ríos,701608.0,44290.0,17637.0,75129.0,31493.0,870157.0
2016,Setiembre,Tres Ríos,678476.0,44729.0,17352.0,76356.0,31744.0,848657.0
2016,Agosto,Tres Ríos,680002.0,45307.0,16492.0,75599.0,30380.0,847780.0
2016,Julio,Tres Ríos,708449.0,43538.0,16410.0,73920.0,31318.0,873635.0
2016,Junio,Tres Ríos,668343.0,42726.0,16988.0,72449.0,28193.0,828699.0
2016,Mayo,Tres Ríos,697128.0,46495.0,18584.0,73421.0,29444.0,865072.0
2016,Abril,Tres Ríos,670674.0,46714.0,18189.0,67427.0,31690.0,834694.0
2016,Marzo,Tres Ríos,579062.0,41126.0,16045.0,63869.0,28183.0,728285.0
2016,Febrero,Tres Ríos,646947.0,43199.0,18540.0,64738.0,27822.0,801246.0
2016,Enero,Tres Ríos,667056.0,43558.0,16951.0,62729.0,26479.0,816773.0
2015,Diciembre,Tres Ríos,661288.0,43284.0,17665.0,60414.0,27748.0,810399.0
2015,Noviembre,Tres Ríos,664236.0,44941.0,16733.0,64937.0,29496.0,820343.0
2015,Octubre,Tres Ríos,671973.0,46372.0,16336.0,66165.0,30645.0,831491.0
2015,Setiembre,Tres Ríos,642813.0,43698.0,15310.0,62332.0,30125.0,794278.0
2015,Agosto,Tres Ríos,659251.0,43241.0,16805.0,63903.0,31607.0,814807.0
2015,Julio,Tres Ríos,665844.0,44538.0,18146.0,61909.0,32643.0,823080.0
2015,Junio,Tres Ríos,643331.0,43463.0,19040.0,59724.0,31538.0,797096.0
2015,Mayo,Tres Ríos,657330.0,42149.0,18092.0,58272.0,31237.0,807080.0
2015,Abril,Tres Ríos,589357.0,38572.0,16095.0,54061.0,28824.0,726909.0
2015,Marzo,Tres Ríos,637209.0,43207.0,18984.0,57455.0,29037.0,785892.0
2015,Febrero,Tres Ríos,573544.0,39855.0,15496.0,51206.0,25425.0,705526.0
2015,Enero,Tres Ríos,621975.0,43627.0,16463.0,51492.0,28709.0,762266.0
2014,Diciembre,Tres Ríos,618881.0,44390.0,16611.0,48095.0,28122.0,756099.0
2014,Noviembre,Tres Ríos,631678.0,43114.0,16850.0,52809.0,26850.0,771301.0
2014,Octubre,Tres Ríos,638742.0,45232.0,16542.0,54652.0,28399.0,783567.0
2014,Setiembre,Tres Ríos,601194.0,42008.0,15934.0,50619.0,26537.0,736292.0
2014,Agosto,Tres Ríos,613126.0,42116.0,15936.0,50630.0,29349.0,751157.0
2014,Julio,Tres Ríos,609119.0,44485.0,17453.0,51021.0,30185.0,752263.0
2014,Junio,Tres Ríos,579818.0,42433.0,17771.0,48272.0,28504.0,716798.0
2014,Mayo,Tres Ríos,614317.0,45312.0,19215.0,50912.0,30689.0,760445.0
2014,Abril,Tres Ríos,529490.0,38997.0,16307.0,43395.0,26685.0,654874.0
2014,Marzo,Tres Ríos,626390.0,44482.0,18346.0,52356.0,31202.0,772776.0
2014,Febrero,Tres Ríos,545720.0,39428.0,16767.0,45410.0,27248.0,674573.0
2014,Enero,Tres Ríos,587424.0,41575.0,16942.0,44349.0,28750.0,719040.0
2013,Diciembre,Tres Ríos,579070.0,41979.0,16184.0,41554.0,28067.0,706854.0
2013,Noviembre,Tres Ríos,592295.0,43190.0,16914.0,45622.0,30604.0,728625.0
2013,Octubre,Tres Ríos,591002.0,44121.0,18181.0,46117.0,31588.0,731009.0
2013,Setiembre,Tres Ríos,568634.0,40881.0,15540.0,42578.0,30276.0,697909.0
2013,Agosto,Tres Ríos,584052.0,41389.0,15701.0,42484.0,31097.0,714723.0
2013,Julio,Tres Ríos,599381.0,42301.0,16353.0,43369.0,31893.0,733297.0
2013,Junio,Tres Ríos,568080.0,39154.0,16047.0,38677.0,27732.0,689690.0
2013,Mayo,Tres Ríos,572486.0,43290.0,17411.0,40399.0,26465.0,700051.0
2013,Abril,Tres Ríos,556149.0,42454.0,17248.0,40546.0,26171.0,682568.0
2013,Marzo,Tres Ríos,528834.0,38665.0,15679.0,34265.0,24388.0,641831.0
2013,Febrero,Tres Ríos,516876.0,37830.0,15249.0,37431.0,24640.0,632026.0
2013,Enero,Tres Ríos,531341.0,38475.0,15578.0,34557.0,26343.0,646294.0
2012,Diciembre,Tres Ríos,0.0,0.0,0.0,0.0,0.0,0.0
2012,Noviembre,Tres Ríos,0.0,0.0,0.0,0.0,0.0,0.0
2012,Octubre,Tres Ríos,2746.0,201.0,88.0,65.0,141.0,3241.0
2012,Setiembre,Tres Ríos,516312.0,36391.0,14662.0,23494.0,26756.0,617615.0
2012,Agosto,Tres Ríos,515791.0,38440.0,14908.0,24053.0,27687.0,620879.0
2012,Julio,Tres Ríos,521441.0,37910.0,14693.0,21934.0,28341.0,624319.0
2012,Junio,Tres Ríos,567117.0,42148.0,16422.0,34267.0,29776.0,689730.0
2012,Mayo,Tres Ríos,586260.0,43115.0,17769.0,36244.0,31320.0,714708.0
2012,Abril,Tres Ríos,515003.0,37132.0,15559.0,30192.0,28064.0,625950.0
2012,Marzo,Tres Ríos,568944.0,42790.0,17477.0,35743.0,31254.0,696208.0
2012,Febrero,Tres Ríos,468726.0,36082.0,15086.0,26699.0,25255.0,571848.0
2012,Enero,Tres Ríos,467788.0,36448.0,15300.0,25534.0,25719.0,570789.0
2011,Diciembre,Tres Ríos,447163.0,35600.0,13494.0,23739.0,24218.0,544214.0
2011,Noviembre,Tres Ríos,466843.0,37145.0,14194.0,26175.0,26440.0,570797.0
2011,Octubre,Tres Ríos,466933.0,35653.0,13520.0,24164.0,26489.0,566759.0
2011,Setiembre,Tres Ríos,450368.0,35957.0,14336.0,25394.0,25383.0,551438.0
2011,Agosto,Tres Ríos,460865.0,37203.0,14666.0,25802.0,25737.0,564273.0
2011,Julio,Tres Ríos,482163.0,37133.0,13882.0,24838.0,28036.0,586052.0
2011,Junio,Tres Ríos,452068.0,37425.0,15398.0,25592.0,24928.0,555411.0
2011,Mayo,Tres Ríos,471215.0,38750.0,16542.0,25636.0,26068.0,578211.0
2011,Abril,Tres Ríos,520549.0,39193.0,15982.0,28967.0,27595.0,632286.0
2011,Marzo,Tres Ríos,589211.0,44425.0,18157.0,34764.0,31780.0,718337.0
2011,Febrero,Tres Ríos,537783.0,39557.0,15070.0,30724.0,28670.0,651804.0
2011,Enero,Tres Ríos,553788.0,40767.0,15044.0,29499.0,30122.0,669220.0
2010,Diciembre,Tres Ríos,548298.0,42139.0,15858.0,27123.0,28109.0,661527.0
2010,Noviembre,Tres Ríos,553623.0,43423.0,15868.0,31097.0,29995.0,674006.0
2010,Octubre,Tres Ríos,566526.0,42829.0,14972.0,30556.0,30780.0,685663.0
2010,Setiembre,Tres Ríos,530152.0,42540.0,14106.0,28546.0,29657.0,645001.0
2010,Agosto,Tres Ríos,548260.0,42795.0,14962.0,29083.0,31224.0,666324.0
2010,Julio,Tres Ríos,558167.0,45851.0,15524.0,29638.0,32394.0,681574.0
2010,Junio,Tres Ríos,529536.0,43431.0,15947.0,29333.0,29894.0,648141.0
2010,Mayo,Tres Ríos,557074.0,43798.0,17833.0,30374.0,30756.0,679835.0
2010,Abril,Tres Ríos,498755.0,40642.0,16080.0,28421.0,28433.0,612331.0
2010,Marzo,Tres Ríos,549132.0,45264.0,17678.0,31175.0,31877.0,675126.0
2010,Febrero,Tres Ríos,492545.0,39935.0,14830.0,28559.0,26911.0,602780.0
2010,Enero,Tres Ríos,520975.0,40393.0,15086.0,28229.0,28649.0,633332.0
2009,Diciembre,Tres Ríos,532822.0,41988.0,15841.0,27656.0,28401.0,646708.0
2009,Noviembre,Tres Ríos,528721.0,40883.0,14924.0,29406.0,29618.0,643552.0
2009,Octubre,Tres Ríos,536669.0,42258.0,15621.0,30304.0,30390.0,655242.0
2009,Setiembre,Tres Ríos,510018.0,41077.0,14660.0,29961.0,28794.0,624510.0
2009,Agosto,Tres Ríos,531366.0,41105.0,14339.0,29479.0,30105.0,646394.0
2009,Julio,Tres Ríos,536257.0,43701.0,15335.0,29237.0,31291.0,655821.0
2009,Junio,Tres Ríos,511585.0,41907.0,16223.0,28158.0,30019.0,627892.0
2009,Mayo,Tres Ríos,520012.0,42276.0,16387.0,26722.0,30148.0,635545.0
2009,Abril,Tres Ríos,474575.0,39326.0,14788.0,25743.0,27767.0,582199.0
2009,Marzo,Tres Ríos,530530.0,42461.0,16335.0,28497.0,31290.0,649113.0
2009,Febrero,Tres Ríos,480239.0,38813.0,15070.0,24783.0,28209.0,587114.0
2009,Enero,Tres Ríos,483306.0,40693.0,15171.0,24520.0,29473.0,593163.0
2008,Diciembre,Tres Ríos,488641.0,42155.0,14746.0,23749.0,28847.0,598138.0
2008,Noviembre,Tres Ríos,485220.0,42181.0,15108.0,24976.0,30129.0,597614.0
2008,Octubre,Tres Ríos,492236.0,45771.0,16630.0,26825.0,30277.0,611739.0
2008,Setiembre,Tres Ríos,466485.0,44071.0,15547.0,25145.0,29088.0,580336.0
2008,Agosto,Tres Ríos,483927.0,43709.0,15591.0,24901.0,30535.0,598663.0
2008,Julio,Tres Ríos,486864.0,46344.0,17077.0,25205.0,31865.0,607355.0
2008,Junio,Tres Ríos,474121.0,44235.0,15530.0,24007.0,28000.0,585893.0
2008,Mayo,Tres Ríos,509418.0,47573.0,17134.0,24012.0,29403.0,627540.0
2008,Abril,Tres Ríos,499088.0,48863.0,18186.0,24231.0,29107.0,619475.0
2008,Marzo,Tres Ríos,481161.0,43477.0,16596.0,21827.0,28348.0,591409.0
2008,Febrero,Tres Ríos,491426.0,45136.0,17718.0,22708.0,28565.0,605553.0
2008,Enero,Tres Ríos,486926.0,44981.0,18431.0,22131.0,29974.0,602443.0
2007,Diciembre,Tres Ríos,492533.0,43477.0,15956.0,18721.0,28129.0,598816.0
2007,Noviembre,Tres Ríos,492592.0,46031.0,17076.0,21462.0,29668.0,606829.0
2007,Octubre,Tres Ríos,487121.0,45092.0,15235.0,20228.0,29183.0,596859.0
2007,Setiembre,Tres Ríos,475390.0,43453.0,15737.0,19915.0,29300.0,583795.0
2007,Agosto,Tres Ríos,480317.0,44998.0,16977.0,19849.0,30457.0,592598.0
2007,Julio,Tres Ríos,500047.0,44391.0,16942.0,19529.0,32034.0,612943.0
2007,Junio,Tres Ríos,479176.0,44067.0,16756.0,19108.0,30103.0,589210.0
2007,Mayo,Tres Ríos,488158.0,45321.0,17480.0,18955.0,30033.0,599947.0
2007,Abril,Tres Ríos,437351.0,39326.0,15198.0,16127.0,27374.0,535376.0
2007,Marzo,Tres Ríos,506069.0,45881.0,18108.0,20275.0,31156.0,621489.0
2007,Febrero,Tres Ríos,457336.0,40166.0,14874.0,17509.0,27921.0,557806.0
2007,Enero,Tres Ríos,407032.0,38198.0,14345.0,14677.0,27036.0,501288.0
2006,Diciembre,Tres Ríos,423340.0,37051.0,14049.0,13384.0,25952.0,513776.0
2006,Noviembre,Tres Ríos,416012.0,38619.0,15066.0,14717.0,26554.0,510968.0
2006,Octubre,Tres Ríos,418118.0,37432.0,15117.0,14591.0,26391.0,511649.0
2006,Setiembre,Tres Ríos,398318.0,35745.0,13826.0,13909.0,25589.0,487387.0
2006,Agosto,Tres Ríos,398334.0,36564.0,14252.0,14097.0,26112.0,489359.0
2006,Julio,Tres Ríos,414252.0,35895.0,14082.0,12728.0,27835.0,504792.0
2006,Junio,Tres Ríos,386460.0,35531.0,14068.0,12467.0,24948.0,473474.0
2006,Mayo,Tres Ríos,404448.0,36866.0,14438.0,12531.0,25085.0,493368.0
2006,Abril,Tres Ríos,376176.0,31499.0,12355.0,10471.0,22803.0,453304.0
2006,Marzo,Tres Ríos,411004.0,36399.0,14106.0,12466.0,24534.0,498509.0
2006,Febrero,Tres Ríos,358856.0,31726.0,12098.0,10842.0,20608.0,434130.0
2006,Enero,Tres Ríos,392315.0,33268.0,12845.0,10859.0,23080.0,472367.0
2005,Diciembre,Tres Ríos,401279.0,33895.0,12525.0,10310.0,21671.0,479680.0
2005,Noviembre,Tres Ríos,388666.0,33925.0,13137.0,10752.0,21170.0,467650.0
2005,Octubre,Tres Ríos,391646.0,32533.0,13295.0,10008.0,20926.0,468408.0
2005,Setiembre,Tres Ríos,372204.0,31939.0,12936.0,10261.0,20576.0,447916.0
2005,Agosto,Tres Ríos,389259.0,32794.0,12710.0,10506.0,21485.0,466754.0
2005,Julio,Tres Ríos,401895.0,33082.0,12760.0,9830.0,22622.0,480189.0
2005,Junio,Tres Ríos,379435.0,32520.0,12439.0,9803.0,20483.0,454680.0
2005,Mayo,Tres Ríos,389275.0,32996.0,13477.0,10134.0,20924.0,466806.0
2005,Abril,Tres Ríos,387312.0,32116.0,13942.0,9222.0,20570.0,463162.0
2005,Marzo,Tres Ríos,371833.0,30247.0,13879.0,8981.0,20184.0,445124.0
2005,Febrero,Tres Ríos,363912.0,29377.0,12453.0,8462.0,19119.0,433323.0
2005,Enero,Tres Ríos,375389.0,30444.0,12408.0,8200.0,21280.0,447721.0
2004,Diciembre,Tres Ríos,388779.0,30183.0,11926.0,8049.0,20582.0,459519.0
2004,Noviembre,Tres Ríos,376433.0,30371.0,12153.0,8896.0,20168.0,448021.0
2004,Octubre,Tres Ríos,386404.0,29583.0,12444.0,8348.0,19860.0,456639.0
2004,Setiembre,Tres Ríos,362875.0,28356.0,11431.0,8291.0,18513.0,429466.0
2004,Agosto,Tres Ríos,371880.0,27758.0,10410.0,8525.0,19866.0,438439.0
2004,Julio,Tres Ríos,389470.0,30428.0,12231.0,8176.0,21254.0,461559.0
2004,Junio,Tres Ríos,369133.0,29548.0,12227.0,7908.0,19458.0,438274.0
2004,Mayo,Tres Ríos,378630.0,30025.0,13112.0,7140.0,19883.0,448790.0
2004,Abril,Tres Ríos,344425.0,27236.0,11994.0,6955.0,18146.0,408756.0
2004,Marzo,Tres Ríos,388897.0,30139.0,12536.0,7936.0,20255.0,459763.0
2004,Febrero,Tres Ríos,367503.0,27721.0,10824.0,7079.0,18408.0,431535.0
2004,Enero,Tres Ríos,360448.0,27471.0,11431.0,6820.0,18927.0,425097.0
2003,Diciembre,Tres Ríos,381824.0,28619.0,11319.0,6159.0,19318.0,447239.0
2003,Noviembre,Tres Ríos,343060.0,39571.0,16118.0,7852.0,24385.0,430986.0
2003,Octubre,Tres Ríos,354667.0,35529.0,14769.0,13557.0,21240.0,439762.0
2003,Setiembre,Tres Ríos,386301.0,21180.0,6409.0,9576.0,20252.0,443718.0
2003,Agosto,Tres Ríos,418493.0,22508.0,7015.0,10383.0,14282.0,472681.0
2003,Julio,Tres Ríos,416016.0,21496.0,6441.0,9485.0,13699.0,467137.0
2003,Junio,Tres Ríos,400142.0,21419.0,6177.0,9385.0,13683.0,450806.0
2003,Mayo,Tres Ríos,414087.0,22491.0,6556.0,9909.0,14301.0,467344.0
2003,Abril,Tres Ríos,371936.0,20537.0,6072.0,9082.0,13238.0,420865.0
2003,Marzo,Tres Ríos,428480.0,24183.0,7327.0,10534.0,14979.0,485503.0
2003,Febrero,Tres Ríos,392898.0,21527.0,6183.0,9606.0,13895.0,444109.0
2003,Enero,Tres Ríos,410856.0,21088.0,5831.0,9852.0,14313.0,461940.0
2023,Noviembre,Alajuela,475817.0,28286.0,16432.0,43733.0,46687.0,619632.0
2023,Octubre,Alajuela,498817.0,28672.0,16514.0,44005.0,46038.0,642463.0
2023,Agosto,Alajuela,500832.0,27089.0,15737.0,41733.0,46511.0,639793.0
2023,Julio,Alajuela,494656.0,25010.0,14159.0,40280.0,47992.0,629593.0
2023,Junio,Alajuela,480952.0,26345.0,14851.0,40808.0,45143.0,616311.0
2023,Mayo,Alajuela,495677.0,27344.0,15954.0,44130.0,46128.0,637777.0
2023,Abril,Alajuela,490464.0,23868.0,13981.0,39435.0,49567.0,625007.0
2023,Marzo,Alajuela,500440.0,28012.0,16638.0,43279.0,51742.0,648084.0
2023,Febrero,Alajuela,458208.0,25061.0,14606.0,37602.0,47517.0,589522.0
2023,Enero,Alajuela,523323.0,28384.0,15317.0,39656.0,55083.0,669144.0
2022,Noviembre,Alajuela,472561.0,27524.0,14503.0,35767.0,47630.0,604941.0
2022,Octubre,Alajuela,494098.0,27229.0,14835.0,37048.0,46217.0,626555.0
2022,Agosto,Alajuela,486447.0,27432.0,16039.0,36452.0,48393.0,621736.0
2022,Julio,Alajuela,478315.0,26156.0,15451.0,37997.0,49257.0,614109.0
2022,Junio,Alajuela,471839.0,28205.0,16697.0,40236.0,46711.0,611013.0
2022,Mayo,Alajuela,493441.0,28667.0,17964.0,39424.0,46927.0,634137.0
2022,Abril,Alajuela,472496.0,25440.0,16397.0,38699.0,48728.0,608966.0
2022,Marzo,Alajuela,531475.0,32328.0,23793.0,50365.0,53310.0,699972.0
2022,Febrero,Alajuela,469173.0,28520.0,20457.0,41498.0,46442.0,614023.0
2022,Enero,Alajuela,505829.0,29848.0,20524.0,43377.0,52548.0,660349.0
2021,Noviembre,Alajuela,481155.0,28056.0,20521.0,45591.0,46188.0,629028.0
2021,Octubre,Alajuela,502371.0,28179.0,21592.0,43887.0,45189.0,648933.0
2021,Agosto,Alajuela,506170.0,28188.0,20095.0,42450.0,46199.0,650508.0
2021,Julio,Alajuela,491307.0,28155.0,20093.0,41760.0,46951.0,635804.0
2021,Junio,Alajuela,494614.0,29730.0,20702.0,42752.0,36339.0,631440.0
2021,Mayo,Alajuela,484303.0,30269.0,21372.0,42276.0,34330.0,620350.0
2021,Abril,Alajuela,502475.0,28860.0,20747.0,43424.0,32617.0,635869.0
2021,Marzo,Alajuela,532011.0,31616.0,23191.0,51853.0,32859.0,679812.0
2021,Febrero,Alajuela,459550.0,28207.0,18609.0,43652.0,27597.0,585034.0
2021,Enero,Alajuela,504432.0,29020.0,17080.0,42054.0,30333.0,630505.0
2018,Diciembre,Alajuela,596607.0,39982.0,19984.0,46813.0,50755.0,754141.0
2018,Noviembre,Alajuela,559753.0,42777.0,22134.0,50157.0,47540.0,722361.0
2018,Octubre,Alajuela,567043.0,43055.0,21282.0,49907.0,46222.0,727509.0
2018,Setiembre,Alajuela,579398.0,41096.0,19897.0,50680.0,45596.0,736667.0
2018,Agosto,Alajuela,579819.0,43079.0,20985.0,48696.0,47815.0,740394.0
2018,Julio,Alajuela,579622.0,41795.0,20601.0,47184.0,48779.0,737981.0
2018,Junio,Alajuela,560199.0,42904.0,21276.0,47008.0,45274.0,716661.0
2018,Mayo,Alajuela,567838.0,44295.0,22848.0,48895.0,45819.0,729695.0
2018,Abril,Alajuela,534663.0,42593.0,23291.0,46239.0,45565.0,692351.0
2018,Marzo,Alajuela,552040.0,41354.0,22817.0,46169.0,49783.0,712163.0
2018,Febrero,Alajuela,484799.0,37843.0,19374.0,41153.0,43940.0,627109.0
2018,Enero,Alajuela,559022.0,43324.0,21069.0,43881.0,51268.0,718564.0
2017,Diciembre,Alajuela,574141.0,41550.0,19540.0,42755.0,48141.0,726127.0
2017,Noviembre,Alajuela,554200.0,44144.0,22304.0,46082.0,45910.0,712640.0
2017,Octubre,Alajuela,548751.0,42180.0,20194.0,43580.0,42956.0,697661.0
2017,Setiembre,Alajuela,557691.0,42911.0,20631.0,43935.0,44323.0,709491.0
2017,Agosto,Alajuela,569625.0,44743.0,22331.0,46005.0,47043.0,729747.0
2017,Julio,Alajuela,594971.0,43074.0,20858.0,45945.0,50503.0,755351.0
2017,Junio,Alajuela,554089.0,43984.0,21728.0,46307.0,45184.0,711292.0
2017,Mayo,Alajuela,545880.0,45792.0,22895.0,47873.0,46911.0,709351.0
2017,Abril,Alajuela,524213.0,40007.0,21285.0,44890.0,48021.0,678416.0
2017,Marzo,Alajuela,573249.0,49986.0,26613.0,59000.0,54555.0,763403.0
2017,Febrero,Alajuela,514088.0,45890.0,23210.0,53468.0,50618.0,687274.0
2017,Enero,Alajuela,560680.0,45118.0,21763.0,49105.0,54508.0,731174.0
2016,Diciembre,Alajuela,556955.0,43152.0,20717.0,42250.0,46886.0,709960.0
2016,Noviembre,Alajuela,521692.0,41180.0,19879.0,42374.0,43866.0,668991.0
2016,Octubre,Alajuela,586718.0,43872.0,20890.0,45436.0,46634.0,743550.0
2016,Setiembre,Alajuela,555941.0,43019.0,20866.0,45151.0,43899.0,708876.0
2016,Agosto,Alajuela,564168.0,43636.0,20872.0,47117.0,46902.0,722695.0
2016,Julio,Alajuela,590778.0,42725.0,20275.0,45253.0,50411.0,749442.0
2016,Junio,Alajuela,543903.0,43758.0,20984.0,43524.0,44939.0,697108.0
2016,Mayo,Alajuela,556236.0,42588.0,19747.0,43490.0,45229.0,707290.0
2016,Abril,Alajuela,542845.0,42719.0,21628.0,42530.0,46435.0,696157.0
2016,Marzo,Alajuela,539446.0,41715.0,21709.0,41622.0,49123.0,693615.0
2016,Febrero,Alajuela,525089.0,41653.0,20906.0,41062.0,47067.0,675777.0
2016,Enero,Alajuela,561172.0,41346.0,20064.0,40917.0,51673.0,715172.0
2015,Diciembre,Alajuela,501898.0,37311.0,17269.0,34370.0,43696.0,634544.0
2015,Noviembre,Alajuela,402617.0,29400.0,14482.0,29006.0,35489.0,510994.0
2015,Octubre,Alajuela,501676.0,39131.0,18158.0,36476.0,41443.0,636884.0
2015,Setiembre,Alajuela,531831.0,41840.0,19232.0,38710.0,44095.0,675708.0
2015,Agosto,Alajuela,563418.0,41663.0,19124.0,40401.0,48176.0,712782.0
2015,Julio,Alajuela,544887.0,42692.0,19942.0,37560.0,48655.0,693736.0
2015,Junio,Alajuela,525725.0,42362.0,19813.0,36964.0,44899.0,669763.0
2015,Mayo,Alajuela,557817.0,42602.0,19848.0,38149.0,47697.0,706113.0
2015,Abril,Alajuela,495214.0,39323.0,19342.0,34782.0,45226.0,633887.0
2015,Marzo,Alajuela,536815.0,43044.0,21424.0,38548.0,50046.0,689877.0
2015,Febrero,Alajuela,499333.0,39951.0,19892.0,34164.0,46147.0,639487.0
2015,Enero,Alajuela,533610.0,41708.0,18919.0,34847.0,51620.0,680704.0
2014,Diciembre,Alajuela,541428.0,42727.0,18660.0,33497.0,48513.0,684825.0
2014,Noviembre,Alajuela,542483.0,42881.0,19263.0,35530.0,47943.0,688100.0
2014,Octubre,Alajuela,528807.0,45069.0,18771.0,35159.0,44544.0,672350.0
2014,Setiembre,Alajuela,507378.0,42768.0,18343.0,33494.0,43597.0,645580.0
2014,Agosto,Alajuela,545417.0,43554.0,18165.0,35016.0,47710.0,689862.0
2014,Julio,Alajuela,518438.0,43824.0,18857.0,35174.0,47696.0,663989.0
2014,Junio,Alajuela,507114.0,42425.0,17949.0,33224.0,44614.0,645326.0
2014,Mayo,Alajuela,537711.0,45056.0,19625.0,34947.0,45981.0,683320.0
2014,Abril,Alajuela,455534.0,39412.0,18723.0,29852.0,42243.0,585764.0
2014,Marzo,Alajuela,549229.0,43923.0,20713.0,36241.0,52109.0,702215.0
2014,Febrero,Alajuela,468507.0,39380.0,18836.0,32043.0,44920.0,603686.0
2014,Enero,Alajuela,526194.0,43960.0,18672.0,34090.0,51104.0,674020.0
2013,Diciembre,Alajuela,549213.0,42273.0,17486.0,31729.0,48447.0,689148.0
2013,Noviembre,Alajuela,538667.0,45357.0,19292.0,34679.0,48876.0,686871.0
2013,Octubre,Alajuela,528667.0,45822.0,19323.0,34909.0,47588.0,676309.0
2013,Setiembre,Alajuela,504710.0,41676.0,17753.0,31919.0,45479.0,641537.0
2013,Agosto,Alajuela,426365.0,32336.0,14323.0,25051.0,40416.0,538491.0
2013,Julio,Alajuela,500774.0,40109.0,17416.0,29849.0,46609.0,634757.0
2013,Junio,Alajuela,529657.0,42129.0,16953.0,31329.0,48555.0,668623.0
2013,Mayo,Alajuela,522251.0,45258.0,18745.0,33251.0,47526.0,667031.0
2013,Abril,Alajuela,506209.0,43005.0,18135.0,33522.0,48393.0,649264.0
2013,Marzo,Alajuela,516133.0,39998.0,17993.0,30833.0,49867.0,654824.0
2013,Febrero,Alajuela,479825.0,40549.0,17741.0,30831.0,44235.0,613181.0
2013,Enero,Alajuela,511773.0,42181.0,17806.0,31584.0,47193.0,650537.0
2012,Diciembre,Alajuela,509100.0,39176.0,14366.0,28668.0,43513.0,634823.0
2012,Noviembre,Alajuela,465317.0,41359.0,15066.0,32124.0,41992.0,595858.0
2012,Octubre,Alajuela,484978.0,42619.0,15613.0,31189.0,40408.0,614807.0
2012,Setiembre,Alajuela,506845.0,41062.0,16321.0,30311.0,41709.0,636248.0
2012,Agosto,Alajuela,521611.0,44313.0,17409.0,32296.0,44547.0,660176.0
2012,Julio,Alajuela,532770.0,43221.0,16937.0,31993.0,45799.0,670720.0
2012,Junio,Alajuela,520487.0,43321.0,15962.0,32305.0,42991.0,655066.0
2012,Mayo,Alajuela,517206.0,44509.0,17800.0,31512.0,43789.0,654816.0
2012,Abril,Alajuela,477736.0,37781.0,16021.0,26845.0,42938.0,601321.0
2012,Marzo,Alajuela,468607.0,35878.0,15696.0,27505.0,43571.0,591257.0
2012,Febrero,Alajuela,331089.0,19533.0,10040.0,14615.0,31156.0,406433.0
2012,Enero,Alajuela,359173.0,21460.0,9945.0,15371.0,34952.0,440901.0
